1 0:861.0 1:968.0 2:59.0 3:166 4:28.454372389497976 5:1.3372519662576692
1 0:839.0 1:1161.0 2:66.0 3:360 4:42.86843042755023 5:4.573668152148991
1 0:820.0 1:1121.0 2:64.0 3:263 4:38.01301345726751 5:0.7815752834019883
1 0:866.0 1:1302.0 2:58.0 3:115 4:26.674603142793742 5:1.3643491698816093
1 0:872.0 1:1163.0 2:66.0 3:377 4:44.114441325935495 5:1.43089678819438
1 0:831.0 1:940.0 2:60.0 3:152 4:31.412005104784964 5:1.6626136095584079
1 0:833.0 1:1218.0 2:54.0 3:156 4:30.980145494795305 5:0.7312472891509063
1 0:825.0 1:1256.0 2:59.0 3:186 4:32.319524915290884 5:1.3198303164199652
1 0:858.0 1:1057.0 2:60.0 3:190 4:34.14410155101261 5:0.8207292192371359
1 0:850.0 1:1274.0 2:56.0 3:191 4:32.19622186181135 5:2.1407559603628004
1 0:829.0 1:1099.0 2:58.0 3:138 4:28.11647589290927 5:1.578820435893635
1 0:788.0 1:1171.0 2:66.0 3:1260 4:80.03001378888187 5:1.0976539615852816
1 0:782.0 1:1228.0 2:66.0 3:1214 4:78.19763393376412 5:0.9749868650436394
1 0:771.0 1:1278.0 2:64.0 3:391 4:49.02450935845316 5:1.310673690813524
1 0:805.0 1:1279.0 2:64.0 3:471 4:47.105493608763354 5:2.0145450402942653
1 0:866.0 1:1240.0 2:61.0 3:457 4:48.56280993730934 5:1.514367338016246
1 0:893.0 1:1115.0 2:64.0 3:364 4:43.70542581350137 5:1.1286495391276339
1 0:868.0 1:1192.0 2:61.0 3:172 4:33.10507908199269 5:0.8216871083890034
1 0:889.0 1:944.0 2:64.0 3:284 4:39.443793386003456 5:0.8987079772524724
1 0:879.0 1:1214.0 2:63.0 3:269 4:38.066478117851155 5:0.552201905101116
1 0:841.0 1:1151.0 2:58.0 3:167 4:31.297102588651494 5:0.39111025918772424
1 0:862.0 1:1129.0 2:57.0 3:236 4:37.055186336405 5:0.5212739057334657
1 0:890.0 1:1234.0 2:59.0 3:94 4:24.051064547967584 5:0.31927162718664814
1 0:827.0 1:1185.0 2:59.0 3:116 4:26.989247851947543 5:1.004455659991484
1 0:779.0 1:1740.0 2:55.0 3:49 4:20.764060806252964 5:0.9968444868552694
1 0:303.0 1:1699.0 2:74.0 3:126 4:27.459776049733886 5:2.1682371241911373
1 0:344.0 1:1746.0 2:53.0 3:6 4:13.831047683302115 5:0.4081238117836732
1 0:870.0 1:1055.0 2:60.0 3:143 4:29.052808399257778 5:1.4019925586878643
1 0:310.0 1:1909.0 2:55.0 3:89 4:24.076524610464297 5:1.622506868749808
1 0:312.0 1:1919.0 2:48.0 3:71 4:22.299353409041107 5:0.7226863686092969
1 0:888.0 1:1057.0 2:67.0 3:178 4:33.86322070793133 5:1.8093886286781702
1 0:966.0 1:811.0 2:70.0 3:489 4:49.72669292916516 5:3.8028824006587136
1 0:773.0 1:1227.0 2:66.0 3:95 4:25.873288793703583 5:1.8660544302288642
1 0:866.0 1:992.0 2:60.0 3:288 4:40.22393832881396 5:1.6488813576851724
1 0:873.0 1:1144.0 2:65.0 3:143 4:28.165312483533256 5:0.2947537128210482
1 0:886.0 1:1062.0 2:60.0 3:132 4:30.058528589936564 5:0.4538527360574018
1 0:863.0 1:1271.0 2:67.0 3:217 4:34.094902034018034 5:0.766517836615372
1 0:836.0 1:1083.0 2:62.0 3:122 4:27.961314138247772 5:0.45666905927242646
1 0:834.0 1:1107.0 2:59.0 3:87 4:24.625393180029178 5:0.4708990480927748
1 0:864.0 1:1370.0 2:67.0 3:266 4:38.25091357772273 5:0.4729485823126479
1 0:809.0 1:1277.0 2:58.0 3:167 4:31.704816499039072 5:0.5112719530979473
1 0:853.0 1:1373.0 2:64.0 3:188 4:34.40284776774364 5:0.5062595208628236
1 0:895.0 1:1115.0 2:60.0 3:161 4:31.750078290398292 5:0.29891228661616986
1 0:852.0 1:1227.0 2:52.0 3:185 4:32.38530150643637 5:0.5833977342073435
1 0:850.0 1:1075.0 2:57.0 3:141 4:28.386453512759623 5:0.6514711077502748
1 0:826.0 1:1310.0 2:64.0 3:153 4:29.264300473129097 5:0.6304804057813714
1 0:896.0 1:1031.0 2:57.0 3:141 4:30.23367697860297 5:0.7587880718353133
1 0:856.0 1:1304.0 2:66.0 3:191 4:32.6224966141122 5:0.7125004041074572
1 0:901.0 1:1032.0 2:61.0 3:165 4:31.514896678123826 5:0.41809788270904014
1 0:904.0 1:1369.0 2:67.0 3:839 4:66.0707473944056 5:0.6496539662623273
1 0:937.0 1:1452.0 2:66.0 3:574 4:54.61305980434504 5:0.4712238410974523
1 0:912.0 1:1236.0 2:61.0 3:146 4:28.170287309255183 5:0.2954921335350855
1 0:743.0 1:1230.0 2:63.0 3:195 4:35.39267626344202 5:2.259032889843048
1 0:781.0 1:1007.0 2:65.0 3:206 4:31.399593710044535 5:3.000390990157289
1 0:816.0 1:1120.0 2:71.0 3:135 4:28.716920153334417 5:1.1860920470707805
1 0:936.0 1:899.0 2:56.0 3:223 4:33.84076700829948 5:1.9707171804739656
1 0:836.0 1:1270.0 2:61.0 3:171 4:33.378871336839175 5:1.1243585078385134
1 0:842.0 1:1088.0 2:56.0 3:217 4:35.40287734975206 5:1.9110793950751195
1 0:908.0 1:938.0 2:58.0 3:125 4:28.615631714643193 5:1.0216150917972748
1 0:903.0 1:1419.0 2:60.0 3:222 4:35.65575962264778 5:0.79073905153318
1 0:897.0 1:1135.0 2:54.0 3:190 4:32.99044405338359 5:0.4763151007580131
1 0:852.0 1:1308.0 2:61.0 3:158 4:31.37299343712962 5:0.44324913838695934
1 0:867.0 1:1117.0 2:53.0 3:203 4:34.189500596787425 5:0.8996442105854235
1 0:910.0 1:1210.0 2:62.0 3:725 4:61.379189976229775 5:1.3768441951430765
1 0:889.0 1:1250.0 2:62.0 3:360 4:42.94518143177006 5:0.4889868503106833
1 0:903.0 1:1227.0 2:63.0 3:402 4:46.11359751576105 5:0.4667362230943144
1 0:894.0 1:1196.0 2:63.0 3:423 4:48.11500508783813 5:0.3372418777981666
1 0:854.0 1:992.0 2:59.0 3:143 4:27.876989152013547 5:0.6021631758985158
1 0:897.0 1:1330.0 2:56.0 3:158 4:31.162783638588845 5:0.2784339538029099
1 0:882.0 1:1131.0 2:55.0 3:186 4:32.38843076488723 5:0.3932700910535608
1 0:862.0 1:1342.0 2:56.0 3:167 4:31.07332903765574 5:0.23496326643288562
1 0:849.0 1:1116.0 2:56.0 3:154 4:30.882942086691955 5:0.4334699121980579
1 0:868.0 1:1035.0 2:57.0 3:211 4:35.602592955268534 5:0.4465420753104262
1 0:854.0 1:1242.0 2:56.0 3:139 4:28.24116057441592 5:0.3936077379935933
1 0:878.0 1:1032.0 2:55.0 3:158 4:29.429726724570866 5:0.4025504648191841
1 0:868.0 1:1036.0 2:55.0 3:184 4:34.448554150007524 5:0.6639113245664618
1 0:882.0 1:1147.0 2:56.0 3:288 4:39.69267682946023 5:1.006301796969878
1 0:874.0 1:1295.0 2:58.0 3:189 4:32.99265487206612 5:0.7645514768779234
1 0:895.0 1:1054.0 2:56.0 3:166 4:31.932295165494757 5:0.7805614983200777
1 0:892.0 1:1361.0 2:57.0 3:186 4:32.98270606296446 5:0.4689853974254401
1 0:876.0 1:1118.0 2:54.0 3:165 4:31.205435135445665 5:0.5512022368605801
1 0:854.0 1:1345.0 2:57.0 3:205 4:33.93888314040573 5:0.9772492256459001
1 0:881.0 1:1091.0 2:67.0 3:440 4:47.99351065553744 5:1.2700374745252005
1 0:890.0 1:1005.0 2:64.0 3:350 4:43.404869175939695 5:1.363390451698418
1 0:895.0 1:1296.0 2:57.0 3:121 4:28.43291311463411 5:0.6439052958056493
1 0:970.0 1:903.0 2:57.0 3:233 4:37.56634598844543 5:0.6566855345965865
1 0:873.0 1:1291.0 2:57.0 3:203 4:32.63152153742369 5:0.35700461927572946
1 0:851.0 1:1205.0 2:62.0 3:210 4:34.33664802862677 5:0.27775499502643947
1 0:870.0 1:1123.0 2:57.0 3:157 4:30.19866800287966 5:0.41718473946139073
1 0:871.0 1:1359.0 2:60.0 3:228 4:35.622179674180465 5:0.40053013436532625
1 0:860.0 1:1174.0 2:55.0 3:218 4:35.7490908119658 5:0.4599178412470115
1 0:839.0 1:1159.0 2:63.0 3:146 4:29.963032609516222 5:0.3664193571938283
1 0:865.0 1:1151.0 2:65.0 3:183 4:33.31050901798672 5:0.9345982671550476
1 0:890.0 1:982.0 2:67.0 3:338 4:42.9597000501838 5:1.119434522479035
1 0:854.0 1:1288.0 2:61.0 3:123 4:26.306238452106445 5:0.9783460330480132
1 0:853.0 1:1097.0 2:64.0 3:282 4:39.531504078029485 5:0.6119857638517531
1 0:526.0 1:1298.0 2:64.0 3:309 4:43.10100637742917 5:3.0654693347788173
1 0:710.0 1:1151.0 2:63.0 3:331 4:42.37129134245879 5:2.1102355383489617
1 0:781.0 1:1025.0 2:59.0 3:151 4:30.985269458481653 5:1.6541757185241879
1 0:811.0 1:1043.0 2:59.0 3:236 4:36.40066764866861 5:1.0722089474207162
1 0:750.0 1:1032.0 2:58.0 3:350 4:45.39249854765629 5:3.3555423227654724
1 0:788.0 1:1177.0 2:61.0 3:97 4:23.54105146926522 5:0.9588926601740944
1 0:810.0 1:1049.0 2:53.0 3:263 4:37.336052025739264 5:1.1412721902786391
1 0:832.0 1:1350.0 2:55.0 3:126 4:27.904510900205096 5:1.0334843409334136
1 0:859.0 1:1081.0 2:55.0 3:118 4:28.527858800341644 5:1.6513656935178036
1 0:870.0 1:1287.0 2:58.0 3:127 4:27.859257106164215 5:0.896274015939049
1 0:887.0 1:1028.0 2:54.0 3:156 4:30.133167939974506 5:0.7196842916286131
1 0:858.0 1:1220.0 2:57.0 3:212 4:35.70337418917364 5:2.6635895984690587
1 0:800.0 1:1307.0 2:60.0 3:308 4:39.50009206241895 5:1.3546170632280918
1 0:849.0 1:1102.0 2:57.0 3:198 4:33.82304730904672 5:0.7592855910946225
1 0:866.0 1:1310.0 2:55.0 3:183 4:32.736887755218696 5:0.4762492909102215
1 0:870.0 1:1071.0 2:57.0 3:279 4:39.94235479351706 5:0.8739216775916709
1 0:859.0 1:1250.0 2:57.0 3:167 4:31.149663199936416 5:0.7237007991203281
1 0:886.0 1:1037.0 2:54.0 3:176 4:33.16754446487384 5:1.000442114316552
1 0:885.0 1:1237.0 2:54.0 3:213 4:34.43600944384289 5:0.5857939708408425
1 0:881.0 1:1165.0 2:56.0 3:181 4:33.073808182549875 5:0.36594855822038036
1 0:865.0 1:1260.0 2:56.0 3:146 4:30.113991250957753 5:0.8718149398604819
1 0:884.0 1:1056.0 2:54.0 3:137 4:28.557355144002624 5:0.4412138871391367
1 0:849.0 1:1271.0 2:55.0 3:163 4:30.112727454135435 5:0.5670251122409083
1 0:874.0 1:1078.0 2:52.0 3:169 4:31.807477646549902 5:0.5527246986896082
1 0:844.0 1:1261.0 2:59.0 3:153 4:29.631690703055586 5:0.2242166694252883
1 0:878.0 1:1084.0 2:54.0 3:152 4:29.572157689925053 5:0.3667145765101287
1 0:847.0 1:1268.0 2:59.0 3:132 4:28.006907167728876 5:0.43939856501532826
1 0:898.0 1:1028.0 2:53.0 3:145 4:29.781733316184635 5:0.3186375222234415
1 0:876.0 1:1256.0 2:57.0 3:127 4:28.262474379821636 5:0.36302051331135576
1 0:892.0 1:1051.0 2:54.0 3:116 4:27.70638408758081 5:0.31750892574696404
1 0:877.0 1:1274.0 2:58.0 3:62 4:21.449250847896582 5:0.1586839351869996
1 0:809.0 1:1077.0 2:59.0 3:114 4:26.16549403202104 5:1.4449647836548674
1 0:752.0 1:1160.0 2:62.0 3:143 4:32.51299252401271 5:1.5914014241355243
1 0:802.0 1:1089.0 2:57.0 3:118 4:26.917640891592875 5:1.3180643172625468
1 0:881.0 1:1244.0 2:60.0 3:139 4:28.59424602528652 5:1.9356171119181693
1 0:949.0 1:958.0 2:53.0 3:121 4:27.837957099188895 5:1.0710807450817847
1 0:917.0 1:1142.0 2:61.0 3:110 4:26.116895219897742 5:0.760866440850845
1 0:971.0 1:900.0 2:56.0 3:81 4:26.353101427299144 5:0.8003910752863318
1 0:937.0 1:1206.0 2:57.0 3:116 4:27.929249146331617 5:0.37456950183246174
1 0:954.0 1:937.0 2:55.0 3:74 4:22.316546993727677 5:0.5056030917405482
1 0:938.0 1:1177.0 2:59.0 3:99 4:26.139428597833366 5:0.5847560104682017
1 0:979.0 1:934.0 2:50.0 3:120 4:28.94866559041286 5:0.5440707619557006
1 0:958.0 1:1222.0 2:58.0 3:142 4:29.72548432745735 5:0.8976826355721634
1 0:953.0 1:1003.0 2:54.0 3:262 4:38.159526315741545 5:0.5229334738578434
1 0:924.0 1:1178.0 2:61.0 3:129 4:27.77116475557024 5:0.45243634819514783
1 0:686.0 1:1075.0 2:61.0 3:77 4:24.935428109732978 5:1.6105285913182434
1 0:714.0 1:1089.0 2:59.0 3:167 4:29.485885435705033 5:2.533752704596651
1 0:866.0 1:976.0 2:59.0 3:88 4:26.16926163113449 5:1.4730442489398807
1 0:843.0 1:1160.0 2:58.0 3:205 4:34.18550473863507 5:2.2886312590343882
1 0:882.0 1:1269.0 2:57.0 3:117 4:28.525259919992973 5:0.9056435256823432
1 0:893.0 1:1037.0 2:56.0 3:174 4:31.53817857795335 5:0.5574532727096576
1 0:845.0 1:1289.0 2:59.0 3:106 4:25.94752868349901 5:0.47549806601695266
1 0:844.0 1:1216.0 2:56.0 3:138 4:28.568405908086742 5:0.596429757461718
1 0:903.0 1:1301.0 2:60.0 3:185 4:32.669839103192935 5:0.8835206574686886
1 0:907.0 1:1133.0 2:55.0 3:155 4:29.818377914577283 5:0.5168901899878737
1 0:891.0 1:1259.0 2:59.0 3:158 4:31.152996589687127 5:0.8953575853319751
1 0:895.0 1:1048.0 2:57.0 3:141 4:29.81093393761648 5:0.6463958782724324
1 0:876.0 1:1193.0 2:66.0 3:129 4:29.11188002875868 5:1.0130135090738983
1 0:870.0 1:1082.0 2:55.0 3:161 4:32.04970273212881 5:1.4664150725896234
1 0:876.0 1:1264.0 2:59.0 3:160 4:34.19735445794729 5:1.7204737282765803
1 0:896.0 1:1020.0 2:54.0 3:102 4:25.63793287027686 5:1.1242191242898008
1 0:857.0 1:1104.0 2:58.0 3:236 4:36.54488880982134 5:1.5444345348538995
1 0:942.0 1:1357.0 2:53.0 3:159 4:29.753811915581306 5:0.32295307642251275
1 0:952.0 1:1087.0 2:52.0 3:237 4:35.65213770968615 5:0.5827142172551162
1 0:929.0 1:1291.0 2:57.0 3:129 4:27.80189075614533 5:0.4205433472262561
1 0:932.0 1:1086.0 2:52.0 3:189 4:32.61661038631855 5:0.6867722973722028
1 0:889.0 1:1264.0 2:60.0 3:214 4:35.83238326456828 5:0.8625235571034605
1 0:887.0 1:1071.0 2:55.0 3:172 4:31.553219532838142 5:1.0216143508370985
1 0:860.0 1:1211.0 2:63.0 3:137 4:28.58696719726843 5:0.5323886003574568
1 0:812.0 1:1199.0 2:63.0 3:446 4:47.90369426506113 5:0.9216497110020838
1 0:824.0 1:1236.0 2:63.0 3:359 4:44.12250685975695 5:0.6038797649754725
1 0:825.0 1:1156.0 2:62.0 3:246 4:36.965162914064905 5:0.9295056877351634
1 0:852.0 1:1129.0 2:54.0 3:195 4:35.2994144374431 5:2.026718707790213
1 0:859.0 1:1248.0 2:58.0 3:176 4:31.506809165107025 5:1.7636008565874084
1 0:859.0 1:1235.0 2:59.0 3:127 4:26.94314381518387 5:1.3577262992961117
1 0:892.0 1:1013.0 2:60.0 3:230 4:38.784495178451415 5:1.0878678263393504
1 0:885.0 1:1216.0 2:62.0 3:258 4:37.736843219062806 5:4.872986882552
1 0:851.0 1:1049.0 2:69.0 3:698 4:60.09331330550656 5:4.72850740203236
1 0:858.0 1:1234.0 2:62.0 3:687 4:60.6208904095429 5:2.0942570371394806
1 0:891.0 1:1136.0 2:64.0 3:435 4:48.045088058344795 5:3.0627672495099385
1 0:848.0 1:1229.0 2:59.0 3:387 4:42.855333211795376 5:5.467758140631847
1 0:775.0 1:1191.0 2:57.0 3:213 4:33.31215823536263 5:5.890720374668385
1 0:835.0 1:1074.0 2:62.0 3:180 4:30.843283490913475 5:3.774902470393087
1 0:793.0 1:1188.0 2:62.0 3:137 4:29.16159342008818 5:1.1898827068624698
1 0:873.0 1:1139.0 2:59.0 3:248 4:37.965345448302955 5:4.670017794378442
1 0:898.0 1:1218.0 2:61.0 3:379 4:44.644418079196676 5:4.701522157152381
1 0:928.0 1:1206.0 2:60.0 3:452 4:49.11461598621752 5:2.06271673227962
1 0:904.0 1:1189.0 2:62.0 3:331 4:42.78870459628169 5:2.3104851820386205
1 0:813.0 1:1253.0 2:62.0 3:377 4:44.01913903368533 5:1.5017970056732814
1 0:849.0 1:1242.0 2:61.0 3:248 4:36.17436809102372 5:2.384191947306787
1 0:869.0 1:1121.0 2:57.0 3:269 4:38.954379646329855 5:1.449483741169157
1 0:875.0 1:1257.0 2:57.0 3:127 4:28.925766218760035 5:1.2676465027176889
1 0:876.0 1:1109.0 2:55.0 3:151 4:29.824470932594245 5:1.323851401881349
1 0:855.0 1:1221.0 2:61.0 3:223 4:35.348462824431095 5:1.0557158349017897
1 0:876.0 1:1172.0 2:55.0 3:209 4:34.335543479844986 5:0.8200624214067846
1 0:870.0 1:1222.0 2:60.0 3:208 4:33.93904794944896 5:0.5131369825032434
1 0:889.0 1:1092.0 2:58.0 3:205 4:34.45859003640787 5:0.4429931452602752
1 0:873.0 1:1301.0 2:59.0 3:236 4:37.14320153420089 5:0.5951871705124749
1 0:838.0 1:1227.0 2:57.0 3:173 4:32.42390248255783 5:0.4257866559543494
1 0:950.0 1:836.0 2:75.0 3:636 4:57.50073097680543 5:0.7565274427698346
1 0:907.0 1:1402.0 2:61.0 3:468 4:50.13338141016917 5:0.43982128056600195
1 0:942.0 1:1393.0 2:58.0 3:413 4:47.05578777969871 5:0.6460702127062162
1 0:977.0 1:1197.0 2:59.0 3:351 4:42.83255416149712 5:0.4075345692048356
1 0:657.0 1:746.0 2:71.0 3:64 4:19.300806400096974 5:0.855818492984718
1 0:865.0 1:1314.0 2:60.0 3:303 4:38.38031579045516 5:3.0786672775627086
1 0:822.0 1:1099.0 2:60.0 3:143 4:34.182089050067916 5:3.0859966734634225
1 0:861.0 1:1350.0 2:56.0 3:203 4:34.529413228128085 5:2.2726246096261145
1 0:854.0 1:1201.0 2:61.0 3:117 4:27.51315921691197 5:0.9918337396448316
1 0:926.0 1:1183.0 2:60.0 3:392 4:45.266090008599015 5:3.0269407772026047
1 0:901.0 1:1151.0 2:63.0 3:325 4:41.96053282474963 5:3.263129178040803
1 0:896.0 1:1015.0 2:55.0 3:183 4:34.76504608835664 5:0.9206369562569354
1 0:897.0 1:1431.0 2:55.0 3:582 4:55.725724669973005 5:0.7453477232408939
1 0:881.0 1:1148.0 2:61.0 3:295 4:40.68458806992407 5:0.3600251301278948
1 0:831.0 1:1140.0 2:60.0 3:371 4:43.72048191741221 5:0.6045566403789048
1 0:786.0 1:1119.0 2:58.0 3:205 4:32.411394812612706 5:1.1092108601492214
1 0:792.0 1:1082.0 2:59.0 3:270 4:43.40179718166802 5:2.197781782081731
1 0:833.0 1:1181.0 2:60.0 3:161 4:31.538326706440976 5:1.7264763652984891
1 0:882.0 1:1017.0 2:55.0 3:172 4:30.057765688865285 5:1.974690662996645
1 0:852.0 1:1288.0 2:58.0 3:147 4:29.49825634014606 5:1.1571819421172196
1 0:875.0 1:1133.0 2:57.0 3:168 4:33.39703560567254 5:0.7941680499137185
1 0:874.0 1:1325.0 2:51.0 3:140 4:30.489738838793972 5:0.6994265801074374
1 0:911.0 1:1245.0 2:55.0 3:452 4:49.565073593845575 5:1.752589318837305
1 0:909.0 1:1197.0 2:61.0 3:225 4:37.30414743489068 5:0.9588950030990342
1 0:874.0 1:1209.0 2:63.0 3:1187 4:77.22827539297826 5:1.3312086616027297
1 0:904.0 1:1326.0 2:59.0 3:450 4:48.32688560691052 5:0.4582857495463686
1 0:850.0 1:1396.0 2:58.0 3:328 4:41.762226753196245 5:0.5918612844858432
1 0:790.0 1:1267.0 2:63.0 3:665 4:58.352224711587546 5:1.1810172309718776
1 0:817.0 1:1252.0 2:60.0 3:342 4:41.62075525677439 5:0.44474849987532916
1 0:821.0 1:1160.0 2:57.0 3:172 4:31.7879361973048 5:0.7144021402476369
1 0:854.0 1:1205.0 2:60.0 3:178 4:30.991341179115715 5:1.1821831915275942
1 0:786.0 1:1246.0 2:60.0 3:189 4:34.752614983618784 5:3.091283574540049
1 0:802.0 1:1098.0 2:61.0 3:208 4:33.023888976865 5:2.2421830269921754
1 0:852.0 1:1161.0 2:63.0 3:173 4:28.91134261111504 5:3.7388344904360062
1 0:818.0 1:1079.0 2:55.0 3:175 4:31.75482116730486 5:1.340730512255149
1 0:857.0 1:1240.0 2:59.0 3:152 4:30.482820926504548 5:1.6897124481625116
1 0:841.0 1:1126.0 2:55.0 3:145 4:30.037699816918728 5:2.2867133051655943
1 0:869.0 1:1314.0 2:58.0 3:99 4:24.50310190602455 5:2.042851749594057
1 0:808.0 1:1276.0 2:59.0 3:80 4:25.29180827165217 5:2.3342538163227826
1 0:888.0 1:1017.0 2:57.0 3:87 4:22.653191093664244 5:1.4384287669390126
1 0:826.0 1:1319.0 2:56.0 3:166 4:29.663766534082242 5:4.022256124289767
1 0:875.0 1:992.0 2:58.0 3:128 4:28.914381410437926 5:2.1189847673639655
1 0:843.0 1:1194.0 2:62.0 3:119 4:28.656105356555862 5:1.6368968313788237
1 0:787.0 1:1195.0 2:57.0 3:130 4:27.984661901189096 5:1.1354537297404605
1 0:791.0 1:1207.0 2:57.0 3:294 4:40.38956135845318 5:1.1674170202901255
1 0:828.0 1:1287.0 2:57.0 3:83 4:22.272064107360446 5:0.8266918645719521
1 0:862.0 1:1118.0 2:55.0 3:140 4:29.761814260421374 5:0.8139448752035456
1 0:918.0 1:1217.0 2:52.0 3:123 4:27.868720196001128 5:1.221506267998915
1 0:851.0 1:1136.0 2:54.0 3:94 4:27.99126831326436 5:0.6340204457367269
1 0:913.0 1:1246.0 2:56.0 3:41 4:19.477729877583116 5:0.6110667994181179
1 0:810.0 1:1205.0 2:60.0 3:221 4:36.49607762506295 5:0.5668237017964892
1 0:775.0 1:995.0 2:73.0 3:897 4:67.26902884586688 5:0.8668683659412201
1 0:846.0 1:1269.0 2:59.0 3:295 4:39.19407606022929 5:1.1302208856630742
1 0:862.0 1:1097.0 2:60.0 3:342 4:43.207268064665406 5:2.110747620060177
1 0:861.0 1:1063.0 2:60.0 3:118 4:28.53455358821399 5:1.0894171412464426
1 0:877.0 1:1347.0 2:59.0 3:163 4:31.663247902561512 5:0.7591912383881045
1 0:869.0 1:1129.0 2:55.0 3:177 4:32.809833986555894 5:1.0668897489934943
1 0:884.0 1:1386.0 2:57.0 3:140 4:29.611008125230153 5:0.5721404402171877
1 0:890.0 1:1135.0 2:55.0 3:141 4:30.235328947896633 5:0.43200397174061445
1 0:887.0 1:1318.0 2:57.0 3:178 4:32.42754318160376 5:0.5262496853991296
1 0:867.0 1:1160.0 2:55.0 3:155 4:29.656921310346963 5:0.6011410686388149
1 0:864.0 1:1416.0 2:58.0 3:147 4:29.3538329123863 5:0.4785145729732075
1 0:836.0 1:1420.0 2:59.0 3:147 4:31.111544895524492 5:0.9549119278798908
1 0:846.0 1:1122.0 2:56.0 3:257 4:37.986375049169325 5:0.7667748426937024
1 0:869.0 1:1389.0 2:50.0 3:61 4:21.558942262675956 5:0.2751227492649961
1 0:871.0 1:1217.0 2:54.0 3:129 4:30.470028443349666 5:0.677607896731186
1 0:875.0 1:1381.0 2:60.0 3:171 4:31.01099151071128 5:0.7800220552138158
1 0:912.0 1:1048.0 2:57.0 3:148 4:30.02514050598309 5:0.6780362032909736
1 0:910.0 1:1304.0 2:60.0 3:135 4:29.35051584658981 5:0.8131164897880642
1 0:902.0 1:940.0 2:59.0 3:91 4:23.401471768130083 5:0.8174043583502156
1 0:863.0 1:1308.0 2:60.0 3:132 4:29.89611751763866 5:0.5425900263642702
1 0:884.0 1:973.0 2:59.0 3:160 4:32.1191376438073 5:0.8253492349034695
1 0:845.0 1:1355.0 2:55.0 3:92 4:23.560715799155513 5:0.4629746027807983
1 0:842.0 1:1138.0 2:53.0 3:133 4:28.467263992037807 5:0.8673899325937632
1 0:857.0 1:1284.0 2:54.0 3:91 4:26.061499155847493 5:0.47519191222943635
1 0:869.0 1:1052.0 2:55.0 3:175 4:32.73493239585031 5:0.6785819280539399
1 0:871.0 1:1339.0 2:59.0 3:145 4:30.10520081923487 5:0.48363401416696494
1 0:880.0 1:1090.0 2:56.0 3:191 4:32.89543908987459 5:0.9743444205821208
1 0:761.0 1:1402.0 2:68.0 3:167 4:30.58354306667788 5:0.9557337595647868
1 0:706.0 1:268.0 2:78.0 3:53 4:19.6686325863897 5:0.6245469102691285
1 0:875.0 1:1219.0 2:59.0 3:145 4:31.880970950408294 5:1.212481800508836
1 0:802.0 1:1049.0 2:63.0 3:250 4:36.572548835379166 5:1.9753485544602936
1 0:788.0 1:1100.0 2:55.0 3:165 4:32.25841437455408 5:1.9610129365109417
1 0:877.0 1:1349.0 2:59.0 3:151 4:30.217517700597362 5:1.486963442325543
1 0:870.0 1:961.0 2:58.0 3:145 4:30.499425367409472 5:1.870089490994677
1 0:855.0 1:1318.0 2:57.0 3:129 4:30.061116321604917 5:2.039734231124605
1 0:846.0 1:992.0 2:57.0 3:163 4:31.285879582976534 5:0.8494998843707653
1 0:857.0 1:1267.0 2:56.0 3:150 4:30.056260571357377 5:1.4860838742784908
1 0:806.0 1:1024.0 2:56.0 3:124 4:27.264765093564463 5:0.8226574617993677
